sale_date,product_id,region_id,customer_id,quantity,amount,cost
2025-09-02,P002,R003,C009,102,8670.0,5511.08
2025-09-02,P002,R004,C004,53,4505.0,2850.51
2025-09-02,P002,R004,C010,40,3400.0,2102.42
2025-09-02,P003,R001,C001,13,8060.0,5357.81
2025-09-02,P003,R001,C007,5,3100.0,2057.12
2025-09-02,P003,R002,C002,6,3720.0,2583.02
2025-09-02,P003,R002,C006,2,1240.0,901.8
2025-09-02,P003,R002,C012,10,6200.0,4113.96
2025-09-02,P003,R003,C009,9,5580.0,3692.16
2025-09-02,P003,R003,C003,5,3100.0,2144.79
2025-09-02,P003,R004,C010,2,1240.0,825.53
2025-09-02,P003,R004,C004,3,1860.0,1362.38
2025-09-02,P004,R001,C005,17,4080.0,2596.84
2025-09-02,P004,R001,C001,51,12240.0,8309.04
2025-09-02,P004,R002,C006,9,2160.0,1372.08
2025-09-02,P004,R002,C012,36,8640.0,5777.52
2025-09-02,P004,R003,C003,11,2640.0,1756.46
2025-09-02,P004,R003,C009,26,6240.0,4140.75
2025-09-02,P004,R004,C010,9,2160.0,1457.11
2025-09-02,P004,R004,C004,12,2880.0,1848.48
2025-09-02,P005,R001,C007,53,2385.0,1340.26
2025-09-02,P005,R001,C011,86,3870.0,2167.84
2025-09-02,P005,R001,C005,25,1125.0,630.39
2025-09-02,P005,R001,C001,82,3690.0,2174.32
2025-09-02,P005,R002,C008,38,1710.0,1014.2
2025-09-02,P005,R002,C006,15,675.0,402.63
2025-09-02,P005,R002,C002,43,1935.0,1196.36
2025-09-02,P005,R003,C003,51,2295.0,1339.62
2025-09-02,P005,R003,C009,54,2430.0,1393.36
2025-09-02,P005,R004,C004,34,1530.0,847.23
2025-09-02,P005,R004,C010,26,1170.0,724.15
2025-09-02,P006,R001,C011,49,5880.0,3864.41
2025-09-02,P006,R001,C007,24,2880.0,1942.87
2025-09-02,P006,R001,C001,58,6960.0,4356.99
2025-09-02,P006,R002,C008,25,3000.0,1854.84
2025-09-02,P006,R002,C006,16,1920.0,1252.21
2025-09-02,P006,R002,C002,38,4560.0,2841.29
2025-09-02,P006,R003,C003,26,3120.0,2040.4
2025-09-02,P006,R003,C009,44,5280.0,3242.34
2025-09-02,P006,R004,C004,16,1920.0,1153.41
2025-09-02,P006,R004,C010,14,1680.0,1013.65
2025-09-03,P001,R001,C011,28,10640.0,7513.73
2025-09-03,P001,R001,C007,18,6840.0,4379.63
2025-09-03,P001,R002,C012,25,9500.0,6311.68
2025-09-03,P001,R002,C008,10,3800.0,2521.1
2025-09-03,P001,R002,C006,6,2280.0,1534.41
2025-09-03,P001,R003,C003,8,3040.0,2120.37
2025-09-03,P001,R003,C009,16,6080.0,4029.02
2025-09-03,P001,R004,C004,8,3040.0,1975.91
2025-09-03,P001,R004,C010,6,2280.0,1525.84
2025-09-03,P002,R001,C001,226,19210.0,12608.41
2025-09-03,P002,R001,C007,92,7820.0,5101.43
2025-09-03,P002,R001,C005,48,4080.0,2407.62
2025-09-03,P002,R002,C012,63,5355.0,3381.4
2025-09-03,P002,R002,C006,25,2125.0,1233.03
2025-09-03,P002,R002,C002,96,8160.0,5362.46
2025-09-03,P002,R002,C008,45,3825.0,2413.62
2025-09-03,P002,R003,C003,70,5950.0,3917.12
2025-09-03,P002,R003,C009,77,6545.0,4253.13
2025-09-03,P002,R004,C010,32,2720.0,1671.31
2025-09-03,P002,R004,C004,32,2720.0,1723.34
2025-09-03,P003,R001,C001,17,10540.0,6959.78
2025-09-03,P003,R001,C005,8,4960.0,3496.44
2025-09-03,P003,R002,C012,5,3100.0,2197.84
2025-09-03,P003,R002,C008,3,1860.0,1354.98
2025-09-03,P003,R002,C002,5,3100.0,2062.4
2025-09-03,P003,R003,C009,9,5580.0,3758.16
2025-09-03,P003,R003,C003,5,3100.0,2075.75
2025-09-03,P003,R004,C004,3,1860.0,1295.76
2025-09-03,P003,R004,C010,3,1860.0,1370.74
2025-09-03,P004,R001,C005,29,6960.0,4474.23
2025-09-03,P004,R001,C007,42,10080.0,6684.28
2025-09-03,P004,R002,C008,10,2400.0,1474.36
2025-09-03,P004,R002,C006,9,2160.0,1347.79
2025-09-03,P004,R002,C002,24,5760.0,3929.18
2025-09-03,P004,R002,C012,19,4560.0,2930.16
2025-09-03,P004,R003,C009,18,4320.0,2801.8
2025-09-03,P004,R003,C003,13,3120.0,2129.24
2025-09-03,P004,R004,C010,10,2400.0,1623.35
2025-09-03,P004,R004,C004,14,3360.0,2255.38
2025-09-03,P005,R001,C001,148,6660.0,3752.49
2025-09-03,P005,R001,C007,97,4365.0,2615.89
2025-09-03,P005,R002,C008,65,2925.0,1604.61
2025-09-03,P005,R002,C012,77,3465.0,1947.04
2025-09-03,P005,R003,C003,42,1890.0,1023.7
2025-09-03,P005,R003,C009,88,3960.0,2278.79
2025-09-03,P005,R004,C010,22,990.0,552.93
2025-09-03,P005,R004,C004,24,1080.0,606.93
2025-09-03,P006,R001,C001,54,6480.0,4312.32
2025-09-03,P006,R001,C011,52,6240.0,4063.95
2025-09-03,P006,R001,C005,11,1320.0,836.91
2025-09-03,P006,R001,C007,26,3120.0,1920.47
2025-09-03,P006,R002,C006,23,2760.0,1875.56
2025-09-03,P006,R002,C008,40,4800.0,2896.12
2025-09-03,P006,R003,C003,23,2760.0,1844.82
2025-09-03,P006,R003,C009,42,5040.0,3283.8
2025-09-03,P006,R004,C004,24,2880.0,1844.49
2025-09-03,P006,R004,C010,17,2040.0,1325.88
2025-09-04,P001,R001,C007,10,3800.0,2714.99
2025-09-04,P001,R001,C001,14,5320.0,3723.6
2025-09-04,P001,R001,C011,16,6080.0,4213.59
2025-09-04,P001,R001,C005,7,2660.0,1862.58
2025-09-04,P001,R002,C012,18,6840.0,4783.84
2025-09-04,P001,R002,C008,8,3040.0,2061.4
2025-09-04,P001,R002,C002,19,7220.0,4906.75
2025-09-04,P001,R003,C009,18,6840.0,4878.38
2025-09-04,P001,R003,C003,8,3040.0,2022.24
2025-09-04,P001,R004,C004,9,3420.0,2199.49
2025-09-04,P001,R004,C010,6,2280.0,1577.44
2025-09-04,P002,R001,C001,94,7990.0,4957.09
2025-09-04,P002,R001,C007,39,3315.0,1952.44
2025-09-04,P002,R001,C005,28,2380.0,1381.56
2025-09-04,P002,R001,C011,130,11050.0,6421.87
2025-09-04,P002,R002,C012,125,10625.0,6592.95
2025-09-04,P002,R002,C002,141,11985.0,7120.92
2025-09-04,P002,R003,C009,80,6800.0,4366.41
2025-09-04,P002,R003,C003,41,3485.0,2090.4
2025-09-04,P002,R004,C004,60,5100.0,3160.59
2025-09-04,P002,R004,C010,42,3570.0,2136.74
2025-09-04,P003,R001,C011,26,16120.0,10912.38
2025-09-04,P003,R001,C007,9,5580.0,3690.91
2025-09-04,P003,R002,C006,3,1860.0,1342.78
2025-09-04,P003,R002,C002,11,6820.0,4749.21
2025-09-04,P003,R003,C003,3,1860.0,1274.29
2025-09-04,P003,R003,C009,7,4340.0,3006.91
2025-09-04,P003,R004,C010,2,1240.0,851.61
2025-09-04,P003,R004,C004,3,1860.0,1296.25
2025-09-04,P004,R001,C011,34,8160.0,5431.71
2025-09-04,P004,R001,C001,35,8400.0,5367.25
2025-09-04,P004,R002,C002,21,5040.0,3231.28
2025-09-04,P004,R002,C012,22,5280.0,3453.83
2025-09-04,P004,R002,C006,7,1680.0,1111.69
2025-09-04,P004,R002,C008,11,2640.0,1683.2
2025-09-04,P004,R003,C003,12,2880.0,1771.37
2025-09-04,P004,R003,C009,22,5280.0,3573.21
2025-09-04,P004,R004,C010,7,1680.0,1084.5
2025-09-04,P004,R004,C004,12,2880.0,1904.71
2025-09-04,P005,R001,C005,31,1395.0,811.85
2025-09-04,P005,R001,C011,69,3105.0,1894.22
2025-09-04,P005,R001,C007,47,2115.0,1179.51
2025-09-04,P005,R001,C001,62,2790.0,1621.35
2025-09-04,P005,R002,C008,43,1935.0,1058.98
2025-09-04,P005,R002,C002,99,4455.0,2701.45
2025-09-04,P005,R003,C009,55,2475.0,1423.18
2025-09-04,P005,R003,C003,50,2250.0,1235.44
2025-09-04,P005,R004,C004,20,900.0,500.62
2025-09-04,P005,R004,C010,24,1080.0,651.87
2025-09-04,P006,R001,C001,47,5640.0,3632.35
2025-09-04,P006,R001,C005,15,1800.0,1142.06
2025-09-04,P006,R001,C011,33,3960.0,2637.1
2025-09-04,P006,R001,C007,24,2880.0,1812.16
2025-09-04,P006,R002,C002,25,3000.0,2001.33
2025-09-04,P006,R002,C008,15,1800.0,1213.12
2025-09-04,P006,R002,C006,9,1080.0,705.52
2025-09-04,P006,R002,C012,37,4440.0,2909.4
2025-09-04,P006,R003,C003,21,2520.0,1546.96
2025-09-04,P006,R003,C009,27,3240.0,1976.69
2025-09-04,P006,R004,C004,16,1920.0,1192.63
2025-09-04,P006,R004,C010,14,1680.0,1104.11
2025-09-05,P001,R001,C001,23,8740.0,6191.05
2025-09-05,P001,R001,C011,18,6840.0,4797.77
2025-09-05,P001,R002,C002,14,5320.0,3483.83
2025-09-05,P001,R002,C012,23,8740.0,6144.94
2025-09-05,P001,R003,C009,13,4940.0,3264.76
2025-09-05,P001,R003,C003,8,3040.0,2145.03
2025-09-05,P001,R004,C010,5,1900.0,1296.65
2025-09-05,P001,R004,C004,8,3040.0,2175.27
2025-09-05,P002,R001,C007,77,6545.0,4151.8
2025-09-05,P002,R001,C011,136,11560.0,6881.66
2025-09-05,P002,R001,C001,146,12410.0,7463.33
2025-09-05,P002,R002,C002,116,9860.0,5872.04
2025-09-05,P002,R002,C008,69,5865.0,3533.16
2025-09-05,P002,R002,C006,52,4420.0,2686.51
2025-09-05,P002,R003,C003,73,6205.0,3809.83
2025-09-05,P002,R003,C009,77,6545.0,4262.02
2025-09-05,P002,R004,C004,60,5100.0,3364.77
2025-09-05,P002,R004,C010,29,2465.0,1461.47
2025-09-05,P003,R001,C001,13,8060.0,5528.64
2025-09-05,P003,R001,C005,3,1860.0,1234.34
2025-09-05,P003,R001,C011,10,6200.0,4197.47
2025-09-05,P003,R002,C012,7,4340.0,3038.58
2025-09-05,P003,R002,C006,3,1860.0,1269.02
2025-09-05,P003,R002,C002,7,4340.0,2943.13
2025-09-05,P003,R003,C003,5,3100.0,2242.19
2025-09-05,P003,R003,C009,5,3100.0,2189.13
2025-09-05,P003,R004,C010,3,1860.0,1237.79
2025-09-05,P003,R004,C004,3,1860.0,1239.71
2025-09-05,P004,R001,C011,49,11760.0,7667.12
2025-09-05,P004,R001,C005,17,4080.0,2671.01
2025-09-05,P004,R001,C007,15,3600.0,2238.08
2025-09-05,P004,R002,C006,9,2160.0,1400.95
2025-09-05,P004,R002,C002,29,6960.0,4765.97
2025-09-05,P004,R002,C012,22,5280.0,3248.08
2025-09-05,P004,R003,C003,12,2880.0,1969.69
2025-09-05,P004,R003,C009,30,7200.0,4851.33
2025-09-05,P004,R004,C010,5,1200.0,806.9
2025-09-05,P004,R004,C004,10,2400.0,1526.82
2025-09-05,P005,R001,C005,118,5310.0,2904.18
2025-09-05,P005,R001,C007,116,5220.0,2833.0
2025-09-05,P005,R002,C006,15,675.0,412.17
2025-09-05,P005,R002,C002,53,2385.0,1461.92
2025-09-05,P005,R002,C012,36,1620.0,906.73
2025-09-05,P005,R002,C008,27,1215.0,721.81
2025-09-05,P005,R003,C003,27,1215.0,734.75
2025-09-05,P005,R003,C009,62,2790.0,1562.25
2025-09-05,P005,R004,C010,16,720.0,422.05
2025-09-05,P005,R004,C004,27,1215.0,710.43
2025-09-05,P006,R001,C001,51,6120.0,3818.4
2025-09-05,P006,R001,C007,30,3600.0,2396.46
2025-09-05,P006,R001,C011,46,5520.0,3688.93
2025-09-05,P006,R001,C005,20,2400.0,1559.51
2025-09-05,P006,R002,C002,47,5640.0,3415.18
2025-09-05,P006,R002,C012,42,5040.0,3075.98
2025-09-05,P006,R003,C009,43,5160.0,3404.87
2025-09-05,P006,R003,C003,25,3000.0,1878.21
2025-09-05,P006,R004,C010,12,1440.0,954.65
2025-09-05,P006,R004,C004,11,1320.0,897.47
2025-09-06,P001,R001,C005,9,3420.0,2412.86
2025-09-06,P001,R001,C001,28,10640.0,7221.6
2025-09-06,P001,R002,C002,10,3800.0,2657.08
2025-09-06,P001,R002,C006,4,1520.0,1041.96
2025-09-06,P001,R002,C008,5,1900.0,1253.3
2025-09-06,P001,R003,C009,10,3800.0,2631.79
2025-09-06,P001,R003,C003,8,3040.0,2087.54
2025-09-06,P001,R004,C010,4,1520.0,1006.47
2025-09-06,P001,R004,C004,6,2280.0,1634.39
2025-09-06,P002,R001,C011,80,6800.0,4351.82
2025-09-06,P002,R001,C005,28,2380.0,1497.15
2025-09-06,P002,R001,C001,63,5355.0,3273.93
2025-09-06,P002,R001,C007,47,3995.0,2317.45
2025-09-06,P002,R002,C006,49,4165.0,2474.48
2025-09-06,P002,R002,C002,91,7735.0,4821.65
2025-09-06,P002,R003,C009,96,8160.0,5091.26
2025-09-06,P002,R003,C003,59,5015.0,3206.56
2025-09-06,P002,R004,C004,34,2890.0,1782.71
2025-09-06,P002,R004,C010,23,1955.0,1198.44
2025-09-06,P003,R001,C007,3,1860.0,1264.24
2025-09-06,P003,R001,C005,3,1860.0,1362.59
2025-09-06,P003,R001,C001,7,4340.0,3139.01
2025-09-06,P003,R002,C012,5,3100.0,2107.73
2025-09-06,P003,R002,C002,5,3100.0,2111.1
2025-09-06,P003,R003,C003,3,1860.0,1275.9
2025-09-06,P003,R003,C009,5,3100.0,2137.08
2025-09-06,P003,R004,C010,2,1240.0,907.3
2025-09-06,P003,R004,C004,3,1860.0,1306.89
2025-09-06,P004,R001,C001,33,7920.0,5104.16
2025-09-06,P004,R001,C011,20,4800.0,3085.02
2025-09-06,P004,R002,C006,11,2640.0,1805.74
2025-09-06,P004,R002,C012,21,5040.0,3310.68
2025-09-06,P004,R003,C003,9,2160.0,1402.05
2025-09-06,P004,R003,C009,13,3120.0,1954.61
2025-09-06,P004,R004,C004,8,1920.0,1198.52
2025-09-06,P004,R004,C010,4,960.0,641.64
2025-09-06,P005,R001,C007,52,2340.0,1443.72
2025-09-06,P005,R001,C011,99,4455.0,2738.96
2025-09-06,P005,R001,C005,26,1170.0,680.15
2025-09-06,P005,R002,C006,33,1485.0,816.41
2025-09-06,P005,R002,C002,74,3330.0,2047.24
2025-09-06,P005,R003,C003,24,1080.0,668.97
2025-09-06,P005,R003,C009,52,2340.0,1318.98
2025-09-06,P005,R004,C004,15,675.0,402.22
2025-09-06,P005,R004,C010,17,765.0,429.78
2025-09-06,P006,R001,C011,41,4920.0,3075.87
2025-09-06,P006,R001,C005,12,1440.0,882.08
2025-09-06,P006,R001,C007,29,3480.0,2217.19
2025-09-06,P006,R002,C012,16,1920.0,1198.26
2025-09-06,P006,R002,C002,26,3120.0,1932.08
2025-09-06,P006,R002,C008,12,1440.0,965.94
2025-09-06,P006,R002,C006,7,840.0,520.0
2025-09-06,P006,R003,C009,18,2160.0,1327.0
2025-09-06,P006,R003,C003,18,2160.0,1393.31
2025-09-06,P006,R004,C004,11,1320.0,829.45
2025-09-06,P006,R004,C010,11,1320.0,800.79
2025-09-07,P001,R001,C001,9,3420.0,2425.37
2025-09-07,P001,R001,C011,10,3800.0,2733.52
2025-09-07,P001,R001,C005,3,1140.0,812.2
2025-09-07,P001,R001,C007,5,1900.0,1270.07
2025-09-07,P001,R002,C002,12,4560.0,3191.16
2025-09-07,P001,R002,C008,4,1520.0,1042.15
2025-09-07,P001,R002,C006,4,1520.0,1087.63
2025-09-07,P001,R003,C003,6,2280.0,1551.21
2025-09-07,P001,R003,C009,6,2280.0,1507.67
2025-09-07,P001,R004,C010,4,1520.0,1073.88
2025-09-07,P001,R004,C004,6,2280.0,1580.76
2025-09-07,P002,R001,C011,157,13345.0,7767.21
2025-09-07,P002,R001,C007,85,7225.0,4752.63
2025-09-07,P002,R002,C002,40,3400.0,2122.98
2025-09-07,P002,R002,C006,15,1275.0,782.4
2025-09-07,P002,R002,C012,54,4590.0,3016.61
2025-09-07,P002,R002,C008,19,1615.0,1023.02
2025-09-07,P002,R003,C003,34,2890.0,1877.2
2025-09-07,P002,R003,C009,83,7055.0,4315.25
2025-09-07,P002,R004,C010,22,1870.0,1114.74
2025-09-07,P002,R004,C004,37,3145.0,1909.52
2025-09-07,P003,R001,C011,4,2480.0,1774.71
2025-09-07,P003,R001,C005,1,620.0,432.48
2025-09-07,P003,R001,C007,3,1860.0,1300.89
2025-09-07,P003,R001,C001,5,3100.0,2226.93
2025-09-07,P003,R002,C012,5,3100.0,2154.53
2025-09-07,P003,R002,C002,5,3100.0,2051.39
2025-09-07,P003,R003,C003,4,2480.0,1639.67
2025-09-07,P003,R003,C009,7,4340.0,2908.6
2025-09-07,P003,R004,C004,2,1240.0,863.2
2025-09-07,P003,R004,C010,2,1240.0,830.05
2025-09-07,P004,R001,C001,19,4560.0,2853.95
2025-09-07,P004,R001,C011,22,5280.0,3332.17
2025-09-07,P004,R001,C007,10,2400.0,1643.22
2025-09-07,P004,R002,C012,13,3120.0,2107.02
2025-09-07,P004,R002,C008,7,1680.0,1106.92
2025-09-07,P004,R002,C002,14,3360.0,2293.36
2025-09-07,P004,R002,C006,3,720.0,463.05
2025-09-07,P004,R003,C009,16,3840.0,2397.99
2025-09-07,P004,R003,C003,10,2400.0,1554.76
2025-09-07,P004,R004,C010,5,1200.0,755.55
2025-09-07,P004,R004,C004,8,1920.0,1184.76
2025-09-07,P005,R001,C007,32,1440.0,865.44
2025-09-07,P005,R001,C005,19,855.0,471.02
2025-09-07,P005,R001,C001,62,2790.0,1678.33
2025-09-07,P005,R001,C011,45,2025.0,1221.25
2025-09-07,P005,R002,C002,61,2745.0,1496.66
2025-09-07,P005,R002,C008,35,1575.0,957.02
2025-09-07,P005,R003,C009,31,1395.0,836.53
2025-09-07,P005,R003,C003,22,990.0,562.27
2025-09-07,P005,R004,C010,13,585.0,353.81
2025-09-07,P005,R004,C004,26,1170.0,718.15
2025-09-07,P006,R001,C001,25,3000.0,1977.24
2025-09-07,P006,R001,C007,11,1320.0,886.81
2025-09-07,P006,R001,C011,33,3960.0,2377.4
2025-09-07,P006,R001,C005,7,840.0,528.75
2025-09-07,P006,R002,C008,10,1200.0,758.18
2025-09-07,P006,R002,C006,5,600.0,361.68
2025-09-07,P006,R002,C002,14,1680.0,1014.3
2025-09-07,P006,R002,C012,22,2640.0,1728.92
2025-09-07,P006,R003,C003,21,2520.0,1695.93
2025-09-07,P006,R003,C009,23,2760.0,1711.96
2025-09-07,P006,R004,C004,11,1320.0,834.53
2025-09-07,P006,R004,C010,8,960.0,584.59
2025-09-08,P001,R001,C011,26,9880.0,6599.3
2025-09-08,P001,R001,C001,31,11780.0,7948.17
2025-09-08,P001,R002,C006,4,1520.0,1091.83
2025-09-08,P001,R002,C002,11,4180.0,2923.53
2025-09-08,P001,R002,C012,10,3800.0,2556.49
2025-09-08,P001,R003,C003,9,3420.0,2322.2
2025-09-08,P001,R003,C009,16,6080.0,3946.36
2025-09-08,P001,R004,C010,7,2660.0,1732.76
2025-09-08,P001,R004,C004,7,2660.0,1758.88
2025-09-08,P002,R001,C001,181,15385.0,9046.83
2025-09-08,P002,R001,C007,102,8670.0,5265.77
2025-09-08,P002,R002,C002,109,9265.0,5982.53
2025-09-08,P002,R002,C006,32,2720.0,1697.62
2025-09-08,P002,R002,C008,44,3740.0,2213.87
2025-09-08,P002,R003,C003,82,6970.0,4437.08
2025-09-08,P002,R003,C009,125,10625.0,6369.02
2025-09-08,P002,R004,C004,39,3315.0,2123.49
2025-09-08,P002,R004,C010,37,3145.0,1902.53
2025-09-08,P003,R001,C005,4,2480.0,1774.8
2025-09-08,P003,R001,C011,12,7440.0,5016.91
2025-09-08,P003,R001,C001,13,8060.0,5556.61
2025-09-08,P003,R002,C012,10,6200.0,4096.18
2025-09-08,P003,R002,C008,5,3100.0,2118.17
2025-09-08,P003,R003,C003,5,3100.0,2230.46
2025-09-08,P003,R003,C009,10,6200.0,4195.71
2025-09-08,P003,R004,C010,3,1860.0,1339.94
2025-09-08,P003,R004,C004,4,2480.0,1798.03
2025-09-08,P004,R001,C005,17,4080.0,2773.63
2025-09-08,P004,R001,C011,42,10080.0,6679.36
2025-09-08,P004,R002,C006,15,3600.0,2377.48
2025-09-08,P004,R002,C012,50,12000.0,8065.79
2025-09-08,P004,R003,C003,11,2640.0,1632.44
2025-09-08,P004,R003,C009,15,3600.0,2270.01
2025-09-08,P004,R004,C004,12,2880.0,1799.82
2025-09-08,P004,R004,C010,7,1680.0,1036.22
2025-09-08,P005,R001,C011,79,3555.0,2150.36
2025-09-08,P005,R001,C005,36,1620.0,971.93
2025-09-08,P005,R001,C001,115,5175.0,2904.58
2025-09-08,P005,R002,C008,65,2925.0,1652.98
2025-09-08,P005,R002,C012,80,3600.0,2068.59
2025-09-08,P005,R003,C003,42,1890.0,1058.33
2025-09-08,P005,R003,C009,52,2340.0,1348.87
2025-09-08,P005,R004,C010,21,945.0,534.8
2025-09-08,P005,R004,C004,22,990.0,578.73
2025-09-08,P006,R001,C007,54,6480.0,4313.02
2025-09-08,P006,R001,C005,34,4080.0,2543.48
2025-09-08,P006,R002,C008,19,2280.0,1396.24
2025-09-08,P006,R002,C012,37,4440.0,2722.69
2025-09-08,P006,R002,C002,29,3480.0,2190.62
2025-09-08,P006,R003,C003,31,3720.0,2287.53
2025-09-08,P006,R003,C009,33,3960.0,2664.39
2025-09-08,P006,R004,C004,12,1440.0,948.75
2025-09-08,P006,R004,C010,12,1440.0,921.6
2025-09-09,P001,R001,C011,15,5700.0,3707.94
2025-09-09,P001,R001,C001,23,8740.0,6022.56
2025-09-09,P001,R001,C005,5,1900.0,1360.33
2025-09-09,P001,R001,C007,10,3800.0,2453.85
2025-09-09,P001,R002,C006,4,1520.0,1006.94
2025-09-09,P001,R002,C002,14,5320.0,3476.16
2025-09-09,P001,R002,C012,18,6840.0,4493.24
2025-09-09,P001,R003,C003,13,4940.0,3261.03
2025-09-09,P001,R003,C009,15,5700.0,3978.62
2025-09-09,P001,R004,C004,8,3040.0,1970.14
2025-09-09,P001,R004,C010,6,2280.0,1541.64
2025-09-09,P002,R001,C001,181,15385.0,9449.13
2025-09-09,P002,R001,C011,230,19550.0,11912.6
2025-09-09,P002,R002,C012,78,6630.0,3877.96
2025-09-09,P002,R002,C006,21,1785.0,1174.86
2025-09-09,P002,R002,C002,101,8585.0,5084.84
2025-09-09,P002,R002,C008,56,4760.0,2969.61
2025-09-09,P002,R003,C003,57,4845.0,3149.83
2025-09-09,P002,R003,C009,94,7990.0,5138.58
2025-09-09,P002,R004,C010,32,2720.0,1792.85
2025-09-09,P002,R004,C004,35,2975.0,1871.28
2025-09-09,P003,R001,C007,10,6200.0,4092.66
2025-09-09,P003,R001,C001,23,14260.0,9962.67
2025-09-09,P003,R002,C002,5,3100.0,2225.17
2025-09-09,P003,R002,C008,3,1860.0,1324.84
2025-09-09,P003,R002,C012,6,3720.0,2623.41
2025-09-09,P003,R002,C006,3,1860.0,1329.96
2025-09-09,P003,R003,C009,5,3100.0,2090.19
2025-09-09,P003,R003,C003,5,3100.0,2163.65
2025-09-09,P003,R004,C004,3,1860.0,1280.28
2025-09-09,P003,R004,C010,2,1240.0,909.63
